
AS90382,-33.064444,147.209167,YCDO,CONDOBOLIN
AS29547,-33.363611,147.935000,YFBS,FORBES
AS49345,-33.131389,148.239167,YPKS,PARKES
AS10823,-33.844722,148.648889,YCWR,COWRA
AS33304,-33.381667,149.133056,YORG,ORANGE
AS04349,-33.409444,149.651944,YBTH,BATHURST
AS29962,-33.600556,150.780833,YSRI,RICHMOND
AS58386,-33.924444,150.988333,YSBK,SYDNEY BANKSTOWN
AS38268,-33.946111,151.177222,YSSY,SYDNEY INTL
CI58992,-32.794031,-71.520553,SCER,QUINTERO
CI48487,-32.949608,-71.478575,SCVM,VINA DEL MAR
AR02371,-32.962450,-68.873850,SDOP,LA PUNTILLA
AR15586,-32.831731,-68.792872,SAME,EL PLUMERILLO
AR15586S,-32.831731,-68.792872,DOZ,EL PLUMERILLO
AR00020,-32.384431,-65.185794,SAOS,VALLE DEL CONLARA
AR00020S,-32.384431,-65.185794,SRC,VALLE DEL CONLARA
AR99718,-32.184417,-64.488603,SA03,VILLA RUMIPAL
AR99703,-32.659475,-62.702189,SBEL,BELL VILLE
AR63628,-32.683953,-62.157753,SAOM,MARCOS JUAREZ
AR63628S,-32.683953,-62.157753,MJZ,MARCOS JUAREZ
AR91139,-32.903461,-60.784644,SAAR,ROSARIO
AR91139S,-32.903461,-60.784644,ROS,ROSARIO
UY39312,-32.363411,-58.062136,SUPU,TYDEO LARRE BORGES INTL
BR77989,-32.082617,-52.166542,SJRG,RIO GRANDE
SF11458,-32.964067,17.969331,FASD,SALDANHA VREDENBURG
SF20888,-32.968811,18.165261,FALW,LANGEBAANWEG
SF00199,-32.192542,24.541886,FAGR,GRAAFF REINET
SF42086,-32.897144,27.279347,FABE,BHISHO
AS47493,-32.006667,115.539722,YRTI,ROTTNEST ISLAND
AS00022,-32.510278,115.833333,YMUL,MURRAY FIELD
AS44277,-32.097500,115.881111,YPJT,PERTH JANDAKOT
AS99918,-32.130556,133.709722,YCDU,CEDUNA
AS34122,-32.835833,134.292778,YKBY,STREAKY BAY
AS60329,-32.506944,137.716667,YPAG,PORT AUGUSTA
AS66500,-32.001389,141.471667,YBHI,BROKEN HILL
AS84044,-32.883333,144.310000,YIVO,IVANHOE
AS74021,-32.214722,148.225000,YNRM,NARROMINE
AS57465,-32.216667,148.574722,YSDU,DUBBO
AS48039,-32.562500,149.611111,YMDG,MUDGEE
AS24761,-32.037222,150.832222,YSCO,SCONE
AS23151,-32.787500,151.341667,YCNK,CESSNOCK
AS14515,-32.703333,151.488333,YMND,MAITLAND
AS43020,-32.795000,151.834444,YWLM,WILLIAMTOWN
CI97978,-31.577808,-71.110828,SCIL,AUCO
AR76772,-31.602922,-68.547233,SSJA,SAN JUAN AEROCLUB
AR18834,-31.571469,-68.418294,SANU,SAN JUAN
AR18834S,-31.571469,-68.418294,JUA,SAN JUAN
AR99252,-31.945164,-65.146217,SAOD,VILLA DOLORES
AR99252S,-31.945164,-65.146217,LDR,VILLA DOLORES
AR24555,-31.441361,-64.258664,SACA,CAPITAN D OMAR DARIO GELARDI
AR24555S,-31.441361,-64.258664,FMA,CAPITAN D OMAR DARIO GELARDI
AR17866,-31.323731,-64.208111,SACO,AMBROSIO L V TARAVELLA
AR17866S,-31.323731,-64.208111,CBA,AMBROSIO L V TARAVELLA
AR99276,-31.282486,-61.501706,SAFR,RAFAELA
AR99276S,-31.282486,-61.501706,RLA,RAFAELA
AR93230,-31.710892,-60.811269,SAAV,SAUCE VIEJO
AR93230S,-31.710892,-60.811269,SVO,SAUCE VIEJO
AR06176,-31.794761,-60.480378,SAAP,GENERAL URQUIZA
AR06176S,-31.794761,-60.480378,PAR,GENERAL URQUIZA
AR15469,-31.296958,-57.996669,SAAC,COMODORO PIERRESTEGUI
AR15469S,-31.296958,-57.996669,DIA,COMODORO PIERRESTEGUI
UY84015,-31.438481,-57.985294,SUSO,NUEVA HESPERIDES INTL
BR42869,-31.390528,-54.112244,SBBG,COMANDANTE GUSTAVO KRAEMER
BR27155,-31.718353,-52.327689,SBPK,PELOTAS
BR36558,-31.101211,-50.908058,SSMT,MOSTARDAS
SF00297,-31.640961,18.544789,FAVR,VREDENDAL
SF30585,-31.500253,19.725883,FACV,CALVINIA
SF78378,-31.920197,26.882206,FAQT,QUEENSTOWN
SF28541,-31.546247,28.675317,FAUT,MTHATHA
AS92640,-31.465278,115.863333,YGIG,GINGIN
AS54289,-31.940278,115.966944,YPPH,PERTH INTL
AS86864,-31.667778,116.015000,YPEA,PEARCE
AS67749,-31.622222,117.216667,YCUN,CUNDERDIN
AS75000,-31.144167,136.816944,YPWR,WOOMERA
AS32763,-31.526389,143.374722,YWCA,WILCANNIA
AS55563,-31.538333,145.793889,YCBA,COBAR
AS13301,-31.551111,147.202778,YNYN,NYNGAN
AS24432,-31.733333,147.802500,YWRN,WARREN
AS27004,-31.332500,149.267222,YCBB,COONABARABRAN
AS99891,-31.490556,150.513889,YQDI,QUIRINDI
AS14209,-31.083889,150.846667,YSTW,TAMWORTH
